teacher_legacy_id,teacher_id,teacher_name,teacher_department,rating_legacy_id,date,class,comment,quality,difficulty,attendance_mandatory,would_take_again,grade,is_online,textbook_use,thumbs_up,thumbs_down
2266467,VGVhY2hlci0yMjY2NDY3,Gary Seidel,Aerospace Studies,40362893,2024-12-18 15:08:30 +0000 UTC,AOE2024,"Seidel's class was incredibly difficult, easily being harder than the three credit hours it's worth. His lectures are impossible to follow, assignments are graded very harshly, the tests are impossible to finish in the time given, and the class overall just made life more difficult for no good reason. Overall, it was a weed out course.",1,5,non mandatory,,B+,False,-1,0,0
2266467,VGVhY2hlci0yMjY2NDY3,Gary Seidel,Aerospace Studies,38163626,2023-08-14 00:19:17 +0000 UTC,AOE2024,"Gary is an absolute king. He offers tons of extra credit, keeps the highest score of your homework with unlimited attempts, and posts all his notes and videos of each lecture online. He is the best, treat him well and he will do the same to you, God bless this man.",5,3,non mandatory,1,A,False,-1,0,0
2266467,VGVhY2hlci0yMjY2NDY3,Gary Seidel,Aerospace Studies,37914421,2023-05-13 05:11:12 +0000 UTC,AOE2024,Great guy who gives great lectures and ensures his students fully understand the material. Slides can be pretty dense though but very informative. Homeworks and exams require Mathematica make sure to get good at it fast to do well in this class. Gives lecture quizzes too but they aren't too bad. Take advantage of exam corrections and extra credit.,5,4,mandatory,1,A,False,-1,2,0
2266467,VGVhY2hlci0yMjY2NDY3,Gary Seidel,Aerospace Studies,31811999,2019-05-08 17:44:25 +0000 UTC,AOE3024,"This man is a genius and tells the best dad jokes. He teaches very tough subjects and expects a high amount from his students. His slides may be dense, but I don't think I could find another professor that could explain the subject as well as he does.",5,4,mandatory,1,A,False,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,41212106,2025-05-08 17:01:31 +0000 UTC,ENGE1216,"Fortunate enough to have Dr. Gray for both 1215 and 1216, saw a man with a mustache, thought he had to be cool.. and he was. Gave a great foundation for what it means to be a Hokie Engineer. Caring and great interactions w/ students through daily surveys and walking around class. While the curriculum can be cumbersome, Gray made the class great.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,41181716,2025-05-06 19:41:32 +0000 UTC,ENGE1216,"Very funny professor who is accessible out of class as well. Had him for 1215 and 1216 and personally loved the way his class was run. Always interacting with students through daily surveys and walking around class checking in. While both classes were kinda boring and easy, Dr. Gray made classes as fun as they could get. Loved the shark facts too.",4,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,41166873,2025-05-05 20:44:33 +0000 UTC,ENGE1216,100% should take this professor's class.,5,1,non mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,41165113,2025-05-05 19:14:15 +0000 UTC,ENGE1216,"Dull class, but Dr. Gray does a good job of giving you time to work with your team in class on your project. Most of the assignments can be done within 30 minutes. Gives funny shark facts every class and has an awesome mustache.",5,1,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,41163216,2025-05-05 17:25:25 +0000 UTC,ENGE1216,"Dr. David Gray is one of the best professors at Virginia Tech. He will set you up for a lot of engineering related activities outside of his classes and provides a lot of support for both in class assignments and personal projects. Plus, his mustache is beyond peak.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40339506,2024-12-17 04:54:44 +0000 UTC,ENGE1215,"Great professor; makes what is otherwise a tedious class entertaining and engaging. You are assigned a group for the entire semester, but he provides peer evaluations throughout the semester. The work can be a lot at times if you wait until the due date, and TA grading can be inconsistent and nitpicky, but nothing too bad. (Also, great facial hair)",5,2,non mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40273130,2024-12-13 09:36:38 +0000 UTC,ENGE1215,"Super fun professor. The entire premise of 1215 seems to be busy work, but I don't think that's his fault. All of the assignments lacked clear instructions which made things difficult, but if you started work early and went to his office hours for help you would be totally fine. He wants his students to succeed. TAs graded harsh, again, not on him.",4,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40253835,2024-12-12 19:05:23 +0000 UTC,ENGE1215,"Dr Gray is an amazing professor! His lectures are clear and fun. One of the fun classes I remember is drawing the steps to make a toast, which highlights the importance of logic flow and so to introduce us to coding. Besides, Dr Gray also helped my team to solve conflict, which made teamwork more harmonious.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40252606,2024-12-12 18:25:38 +0000 UTC,ENGE1215,"Dr. Gray is currently my favorite professor so far entering into Virginia Tech. I think he's a fun dude with a good sense of humor and takes things pretty easy. The class itself isn't that hard, but there were a lot of team assignments that were somewhat tedious and a good amount of writing. Glorious mustache and loved talking about platypeople.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40209889,2024-12-11 01:17:31 +0000 UTC,ENGE1215,Amazing teacher that cares about making sure his students succeed in their careers. Pretty easy class as long as you do your work.,5,1,mandatory,1,B,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40197977,2024-12-10 18:29:48 +0000 UTC,ENGE1215,"He is a great professor; he loves to use data to improve his teaching techniques. He is also hilarious and makes class fun. During the first 5 minutes of every class, he does a slideshow of collective funny things from the class before.",5,2,mandatory,1,A-,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40165871,2024-12-09 02:26:25 +0000 UTC,ENGE1215,He has been the best professor/teacher I have ever had. If you can get him for your Enge section it is a must do. He was so good I even based my schedule for my next semester to be around the only 2 sections of the course he was teaching.,5,3,non mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40118423,2024-12-05 18:04:37 +0000 UTC,ENGE1215,Immaculate Mustache. Really good dude.,5,1,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40111331,2024-12-05 03:54:39 +0000 UTC,ENGE1215,Although I did struggle with the coding aspect of this course (which isnt too much) I enjoyed sitting in class for the hour and 15 since Dr. Gray made it interesting. Sometimes the lectures seem pointless but when it gets to something important like MATLAB or group project directions/explanations he makes it interesting. Nice mustache too.,4,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40087143,2024-12-03 22:06:04 +0000 UTC,ENGE1215,Cool dude with the best mustache. He makes the class interesting even though the subject matter is not.,5,1,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40074045,2024-12-03 02:26:24 +0000 UTC,ENGE1215,"Gray is an amazing teacher, but your group really makes or breaks this class",5,2,mandatory,1,A-,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40070498,2024-12-02 22:14:40 +0000 UTC,ENGE1215,"Probably the greatest professor at Virginia Tech. He is hilarious, has amazing facial hair, and genuinely cares. He makes his own curriculum for the class, so you will be doing different things than your friends with different instructors, but you learn the same thing, and it's so much easier. He loves facts about animals, specifically platypi.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40059912,2024-12-02 01:45:12 +0000 UTC,ENGE1215,"Dr. Gray is an amazing professor, highly recommend taking his class. His lectures are very informative and pretty entertaining too. He has Platypus facts, and they are pretty humorous and a good way to start each class.",5,2,mandatory,1,A,False,-1,1,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,40059054,2024-12-01 23:16:47 +0000 UTC,ENGE1215,"Class is easy and Dr. Gray is very laid back. There is group work, but not a ton.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,39448851,2024-05-13 14:02:05 +0000 UTC,ENGE1216,"Really cool guy with a glorious mustache. Had him in Spring 2021 so everything was online, but he really cares about his students and worked to make the class fun and interesting. Every semester or so he has sent an email to my class checking in on us ever since. Highly recommend taking the class with him if you have the opportunity.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,39312242,2024-04-30 15:42:15 +0000 UTC,ENGE1414,Dr. Gray did a great job of preparing students for a college education in engineering. The concepts and methods he taught are used to this day. The group project can be hit or miss depending on your teammates but I continue to work with them to this day. He has a lot of undergrad research opportunities so ask him for that! Go Porcupines!,5,3,mandatory,1,A-,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38704676,2023-12-16 06:55:14 +0000 UTC,ENGE1414,"super nice guy, really funny, just a lot of busy work",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38543289,2023-12-06 20:49:27 +0000 UTC,ENGE1414,He is so much fun but the lessons he give are still invaluable. The introductory ENGE courses seem ultimately less important than more specific content-focused classes but Gray still found a way to make this course remarkable in both the fun we had and the things we learned.,5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38542195,2023-12-06 20:03:05 +0000 UTC,ENGE1414,He was an extremely fun teacher and made the class interesting. We learned about porcupines each day and then got into so engineering projects.,5,2,mandatory,1,A-,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38542047,2023-12-06 19:57:31 +0000 UTC,ENGE1414,"Super funny guy, engaging lectures.  A lot of the assignments were tedious and the TA's graded a bit harsh for what the level of material.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38542043,2023-12-06 19:57:25 +0000 UTC,ENGE1414,"Dr. Gray is great at keeping lectures engaging and interactive. He's a friendly and funny person who genuinely cares about the success of his students. Very responsive in email, and super helpful in office hours- will address any questions in great detail.",5,2,non mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38542039,2023-12-06 19:57:19 +0000 UTC,ENGE1414,"A very great professor. Assignments are individual at the beginning of the semester and these are very easy but very time-consuming and dense. Later in the year, most of the assignments are for your group project. There is a lot of freedom in these group projects. Gray overall is just a very considerate and funny professor- makes class enjoyable.",5,1,mandatory,1,A+,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38541931,2023-12-06 19:54:55 +0000 UTC,ENGE1414,"Dr. Gray is a great, caring instructor who is very adaptive to the needs of students. He listens to student feedback constantly, and adjusts assignment expectations and due dates whenever needed. I would definitely take him again. There is a considerable amount of homework, but if you start it early, you should be fine.",5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38541891,2023-12-06 19:52:00 +0000 UTC,ENGE1215,"ENGE 1414***    Genuinely the best professor I have ever had. Dr. Gray is extremely smart and is very good at teaching. He masterfully navigates a long list of monotonous course learning objectives and manages to make class fun and funny constantly. He teaches course content and life skills, prioritizing mental health.",5,2,mandatory,1,A+,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38541834,2023-12-06 19:49:34 +0000 UTC,ENGE1216,He was a great professor and like really liked him as a person but I took ENGE 1414 with him and the class was a pain. I felt like there was a lot of busy work.,5,3,mandatory,1,A-,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38541796,2023-12-06 19:48:14 +0000 UTC,ENGE1216,big w,5,2,non mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,38541769,2023-12-06 19:47:20 +0000 UTC,ENGE1216,Dr. Gray has an amazing mustache and a great style of teaching for a design-based course like ENGE 1414. Porcupines and engineering go very well.,5,2,mandatory,1,A,False,-1,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,34844140,2021-05-23 00:14:21 +0000 UTC,ENGE1216,"Dr. Gray himself was pretty awesome. He was a great professor in what wasn't a great class. ENGE 1216 requires you to be in a group for the entire semester, so if you end up in a bad group (which I was in), then youll be working long hours annoyed at your group members for not putting in some effort.",5,3,mandatory,1,A,True,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,34772011,2021-05-12 04:49:52 +0000 UTC,ENGE1216,Dr. Gray is super easy going and funny. He starts and ends every class pretty lightly. We got into interesting engineering concepts that felt more practical than lots of what we learned in other classes. Definitely my most engaging class in online school. He's also great to talk to if you're on the fence about your major or engineering at all.,5,2,,1,A,True,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,34307035,2021-01-22 20:13:13 +0000 UTC,ENGE1215,"He is a super fun teacher and actually keeps students engaged through zoom. His class might be very slightly harder than with other profs, but it's definitely worth it. I asked him advice on applying for research he gave me a bunch, put in a good word with the professor for me, offered to read my application, and gave really helpful suggestions.",5,3,mandatory,1,A,True,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,33979822,2020-12-08 03:13:45 +0000 UTC,ENGE1215,"I LOVE DR GRAY. Seriously, take his class. I had it online and he does a pretty good job of keeping it entertaining. He is super caring and encourages people to come to office hours and chat about how they're doing and he gave me great advice about choosing a major. He is also a bro and has a super rad mustache.",5,3,mandatory,1,A-,True,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,33817107,2020-11-14 18:37:39 +0000 UTC,ENGE1216,"He is personable and laid-back, while also caring about the well-being of students. Super easy to reach outside of class, and very nice when doing so.",5,2,mandatory,1,A+,False,0,0,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,33673874,2020-10-01 23:28:20 +0000 UTC,ENGE1216,"Dr. Gray is super sarcastic and funny. He cares about his students and appreciates you for putting in effort. We had a lot of group work and a big group project so be sure to do your part in that. Overall, he's a fantastic guy!",5,3,mandatory,1,A,False,0,1,0
2460260,VGVhY2hlci0yNDYwMjYw,David Gray,Engineering,32203925,2019-08-29 03:26:56 +0000 UTC,ENGE1216,Great teacher. Getting used to the material as he is new but is outstanding to learn from. Gives great personal experience lessons that everyone should learn.,4,3,mandatory,1,A+,False,0,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,41205948,2025-05-08 03:06:24 +0000 UTC,ME3534,"I had this class at 8AM so I did not go, but the homework was easy, and the tests were not difficult (same questions as the homework/in-class examples). He made the final optional this semester because ""there were so many assignments already,"" and he seems to care about students. OneNote is hard to read, but it has all the info you need to succeed.",4,2,non mandatory,1,B,False,3,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40889940,2025-04-08 02:31:28 +0000 UTC,ME3524,Kurdila's class was a blast! I never felt more undeserving of a grade in my life.,1,1,non mandatory,,A-,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40726244,2025-03-03 02:28:08 +0000 UTC,ME3524,"I'm not actually sure what Kurdila is doing with my grade. He has released the final and said that HE doesn't know what our grade is. If you can, take this class with anyone else but Kurdila. The final exam is much harder than anything I've ever seen. It's like cooking a pizza and just throwing EVERYTHING at the plate and hoping it works.",1,5,non mandatory,,Not sure yet,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40363129,2024-12-18 15:34:57 +0000 UTC,ME3524,"Kurdila is actually a very good professor, not sure why he gets a bad rep. The material is really not very challenging in concept, but very easy to make simple mistakes. He grades mercifully with points for the correct method. Onenote notebook is almost a transcript of what happens in class, with good examples and plenty of side notes.",5,3,non mandatory,1,A+,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40340724,2024-12-17 05:53:34 +0000 UTC,ME3524,Truly the worst professor I have had at Tech. Ridiculously hard class and his lectures make no sense. After the first exam nearly half the class stops showing up and maybe 10 of the people there manage to attention. He lectures by writing notes on a blank OneNote page and his notes are illegible. Good luck learning anything from this guy.,1,5,non mandatory,,Not sure yet,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40277064,2024-12-13 17:44:22 +0000 UTC,ME3524,"Good guy, but does not deliver information clearly. The content is difficult enough as it is. The most I've ever struggled with a class in my life. Avoid taking him for this class",1,3,non mandatory,,A-,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40269257,2024-12-13 04:26:42 +0000 UTC,ME3524,"Take any other prof if you can. He is confused most of the time, teaches very niche things and isnt helpful at all. You pretty much teach yourself and have to guess. He can't do half of it either and the class isnt well organzied at all. Overall an awful experience I learned nothing.",1,3,non mandatory,,Not sure yet,False,-1,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40260251,2024-12-12 22:34:43 +0000 UTC,ME3524,"This is easily the worst class I have ever had the displeasure of taking. Dr. K is a good guy and knows the material very well, but the delivery of information is so inconceivably confusing and out-of-scope that it's almost impossible for an undergraduate to get any sort of education from this class without formal tutoring. Avoid at all costs.",1,4,non mandatory,,Not sure yet,False,-1,1,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40211110,2024-12-11 02:06:42 +0000 UTC,ME3524,"Genuinely one of the OKAYEST professors I have had at Virginia Tech! He is somewhat prepared for lectures and provides decent info. The tests were also pretty fair, and if he says something is going to be on them, then it might be on there. You might be rewarded for going to lectures but idk. He's bar for bar the most mid of the mid professor ever",3,3,non mandatory,1,B,False,-1,1,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40211084,2024-12-11 02:05:56 +0000 UTC,ME3524,"Genuinely one of the WORST professors I have had at Virginia Tech! He is never prepared for lectures and provides useless info. The tests were not fair, if he says something is going to be on there, then it won't be on there (Vise Versa). He also makes sure that you are not rewarded for going to lectures. There is nothing positive to say about him.",1,4,mandatory,,B-,False,-1,1,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,40117910,2024-12-05 17:44:22 +0000 UTC,ME3524,He is exceptionally scatterbrained. Uses OneNote; notes are illegible though. Does not frame anything you're learning. Teaches it like it's a signals class. You are just memorizing things to survive. Personally feel like I learned nothing and am just memorizing useless symbolic equations that mean nothing to me. Loses students' exams.,1,4,non mandatory,,B+,False,-1,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,38697947,2023-12-15 23:10:10 +0000 UTC,ME3524,"He is very confusing and often forgets what class period he is teaching or is in. Often just talks about subject too deep or very vague as he often thinks the students are ""experts"" at the subject. Notes are confusing as he jumps from the present lecture to previous lectures to write in them. Recommend taking  another professor if possible.",1,5,non mandatory,,Rather not say,False,-1,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,38597339,2023-12-10 18:02:21 +0000 UTC,ME3524,"How he is allowed to be a professor boggles me. He is teaching either info that is not relevant or graduate level methods for Vibrations, which is confusing to every student. Even by attending class I am more confused, we just derive equations that make no sense. I compare with friends in other Vibes classes and it looks like a whole other subject.",1,5,non mandatory,,Incomplete,False,3,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,38268538,2023-10-11 21:45:57 +0000 UTC,ME3524,"This is a vibrations/control systems class for Mechanical Engineering but he teaches it more like signals and systems in Electrical Engineering. Very difficult class, try to get someone else.",1,5,non mandatory,,F,False,3,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,37413522,2023-02-07 16:14:05 +0000 UTC,ME3534,"Rambling, unprepared, confusing. His lectures suck and rely on slides ripped from another professor. He clearly doesn't so much as review material before class as he constantly gets confused during explanations and takes far too long to convey a bare minimum of information on each topic he lectures on.",2,3,non mandatory,,Not sure yet,False,3,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,35988495,2022-03-29 05:03:13 +0000 UTC,ME3534,He’s at Tech to do research so do not expect good teaching.,1,5,mandatory,,Drop/Withdrawal,False,3,0,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,35938051,2022-03-15 16:45:30 +0000 UTC,ME3524,GOAT,5,3,non mandatory,1,B,False,3,1,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,35108449,2021-10-07 01:36:27 +0000 UTC,ME3524,"Do not take him. VT should be ashamed to call him a professor, much less the one that oversees all the vibrations classes. Fire him and put Roger Chang in charge. We've yet to do anything in class with actual numbers, we just derive equations only god knows where they come from. To beat it all, this class is about stuff 99.99% of us will never use",1,5,non mandatory,0,Not sure yet,False,5,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,31840828,2019-05-10 22:33:30 +0000 UTC,ME3514,"I like Dr K as a person, but not as a professor. He's funny and a reasonable guy, but he's disorganized and doesn't explain things clearly. Gave problems (on HW and tests) that were harder than he realized because he didn't work through them. HW often took longer than it should've because the notes are confusing. He's very helpful in office hours.",3,5,,0,A,False,0,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,20318006,2012-05-20 14:13:56 +0000 UTC,ME4524,"Great guy, really tries to help out and although the class can be tough, he does his best to show examples and go through homeworks. The only problem, is that he knows the material too well and gets excited so he tends to skip steps that he considers trivial. However, if you stop him and ask, he will explain.",5,2,,,,False,4,1,0
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,16392166,2009-11-18 16:22:12 +0000 UTC,ME5984,Hot. Funny. Best class eva!,5,5,,,,False,3,1,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,15177160,2008-12-12 16:24:08 +0000 UTC,ME3514,Dr. K is a great person. He will agree with me that he is totally scatter-brained. He really wants you to understand the material. System Dynamics is a hard class but he will make you get a good grade if you work for it. The tests are tough. He likes to get coffee on saturdays and talk about matlab and class. He is a really funny guy.,4,2,,,,False,3,0,1
1038952,VGVhY2hlci0xMDM4OTUy,Andrew Kurdila,Engineering,13530964,2007-10-16 16:45:58 +0000 UTC,ME5984,"Convex Analysis & Robust Control.  Be prepared to not understand anything but still probably do well, since his tests are just definitions.  Way too theoretical.",2,1,,,,False,5,1,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,41206324,2025-05-08 03:28:52 +0000 UTC,ME3624,he's a pretty good professor: explains concepts well and will help you out if you go to office hours. you have to go to class because he only writes on the whiteboard (pretty fast-paced) and does not post lecture notes. the tests are very similar to the homework. there is little partial credit if you make a mistake early on for both hw and tests.,4,3,mandatory,1,Not sure yet,False,3,0,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40973720,2025-04-21 18:05:48 +0000 UTC,ME3624,"Great lecturer, very good at explaining concepts. Fast-paced whiteboard lectures, no posted notes, textbook matches lectures almost exactly if you need it. Homework/exams are very similar. Nitpicky grader. Don't trust reviews from students who didn't show up, if you pay attention you will learn a lot and the class is not that difficult.",5,3,non mandatory,1,Not sure yet,False,3,1,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40961936,2025-04-17 00:56:10 +0000 UTC,ME3624,"He is very lecture heavy, and doesn't publish notes online. His lectures are good if you can follow them and go to class, learning the material through his own textbook is extremely hard. He also grades quite hard, and gives very little partial credit.",1,5,non mandatory,,Incomplete,False,-1,0,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40890037,2025-04-08 02:47:22 +0000 UTC,ME3624,"Bart is pretty brutal in terms of professors. He does not post lecture notes, writes on whiteboard, and grades harshly. I thought his class was not too difficult so long as you pay attention during class. His textbook is free from the VT digital library, follow along with that. What you learn is very applicable though.",3,4,mandatory,,A-,False,3,0,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40850390,2025-04-01 15:27:27 +0000 UTC,ME3624,Dude made the curriculum as confusing as possible for seemingly no reason. Other class sections are significantly easier. This guy just seems to enjoy making his students suffer,1,5,mandatory,,Rather not say,False,3,1,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40828858,2025-03-27 19:33:50 +0000 UTC,ME3624,"Class just feels difficult for the point of being difficult. No lecture notes posted, no study material for exams. Lectures are mind-numbingly boring, but if you don't pay attention you're screwed. Ridiculously tough grader for no reason, gave 40% of students below a 50 on exam 1. No chance to get points back either. This guy shouldn't be teaching.",1,5,mandatory,,Drop/Withdrawal,False,3,2,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40817176,2025-03-25 22:33:11 +0000 UTC,ME3624,"Very in-depth lecture material. Does a great job showing the big picture for each topic. If you are attentive in class, you will learn exactly how to solve problems the way he expects. Homeworks are always harder versions of the problems you'll find on the exams, makes for great study material. He doesn't give much partial credit.",5,3,non mandatory,1,A-,False,3,0,2
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40795145,2025-03-20 17:41:10 +0000 UTC,ME3624,"He doesn't post notes so you have to go to class. He uses the whiteboard which can be hard to read. He gives little to no partial credit. Even if you get the question right, he won't give any points unless he likes your method. The textbook is very helpful. Avoid if possible",2,5,mandatory,,Not sure yet,False,3,2,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40364492,2024-12-18 17:16:35 +0000 UTC,ME3624,He explains things well. However his notes are not online so if you miss class you are screwed. His grading is incredibly tough and makes tests extremely hard. One simple math error at the start of the problem costs you half the points on the test due to continuing calculation errors. This class is significatly harder then it needs to be.,2,5,non mandatory,,Not sure yet,False,3,3,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,40340509,2024-12-17 05:41:37 +0000 UTC,ME3624,He doesn't post lecture notes online and does all teaching on the whiteboard (which is hard to read). Very little partial credit on tests. Mentions random things in class that are important to the test. Tests are similar to the hardest homework problems. He wrote his own textbook which supplements his teaching but doesn't explain well on its own.,3,5,mandatory,,C,False,3,1,0
2933323,VGVhY2hlci0yOTMzMzIz,Bart Raeymaekers,Engineering,39708162,2024-08-27 01:59:30 +0000 UTC,ME3624,No partial credit. Would not recommend.,1,5,mandatory,,F,False,3,2,0
2411887,VGVhY2hlci0yNDExODg3,Darren Maczka,Engineering,41206485,2025-05-08 03:40:11 +0000 UTC,EF142,"Good at explaining stuff and helping with problems but honestly not the most entertaining. Sometimes just couldn't pay attention to the lectures because there was a lot of endless talking. You should be ready to learn most of the material as homework through the learning pages, and the due dates are consistent.",4,4,mandatory,1,B,False,-1,0,0
2411887,VGVhY2hlci0yNDExODg3,Darren Maczka,Engineering,41031391,2025-04-24 16:49:43 +0000 UTC,EF142,"He uses a flipped classroom style of teaching, which I have never been a fan of, but if you like that than he's the perfect professor for you.",3,3,mandatory,1,B,False,3,0,0
2411887,VGVhY2hlci0yNDExODg3,Darren Maczka,Engineering,40567351,2025-01-17 18:40:07 +0000 UTC,EF141,"He is very smart and he explains every step that he does in great detail, so you have to really pay attention to follow what he is saying. Most of the work we did was on our own outside of class, but anytime I emailed Dr. Maczka he gave detailed feedback that usually helped me.",4,4,mandatory,1,A,False,3,0,0
2411887,VGVhY2hlci0yNDExODg3,Darren Maczka,Engineering,40523799,2025-01-13 21:52:24 +0000 UTC,EF141,"Most of the material for EF had to be learned before the lecture. The pre-class is for a grade and there's a handful of practice problems you have to do on paper. Most of the time they were due hours before lecture, making it difficult to get help. Was very helpful if you had a question during or after lecture, but I wish more was taught in class.",4,4,mandatory,,B,False,-1,0,0
